6.3815e+09 7.50707e+08 3.40705e+08 1.72946e+08 3.00588e+06 7172.78 1.54931 7.46861e-05 0 0 0 0 0 0
6.49984e+09 1.62426e+09 7.89479e+08 8.88164e+07 5.54088e+06 9062.71 1.67759 0.000108621 0 0 0 0 0 0
5.62572e+09 8.80409e+08 6.35681e+08 1.9652e+08 4.14317e+06 8525.03 0.886505 7.76347e-05 0 0 0 0 0 0
4.24282e+09 1.23505e+09 7.84642e+08 1.48173e+08 4.68434e+06 5951.1 0.979586 4.82112e-05 0 0 0 0 0 0
4.55858e+09 9.95984e+08 5.54545e+08 1.81575e+08 4.44161e+06 3372.86 1.86422 0.000178547 0 0 0 0 0 0
3.32763e+09 2.14381e+09 4.59811e+08 1.34931e+08 3.91891e+06 4341.06 1.10208 2.30569e-05 0 0 0 0 0 0
4.00886e+09 4.3883e+08 4.3883e+08 1.48512e+08 7.12734e+06 3331.25 0.824954 0.000105851 0 0 0 0 0 0
3.81797e+09 1.47576e+09 5.11564e+08 7.63712e+07 4.77107e+06 3837.32 0.730316 4.47478e-05 0 0 0 0 0 0
3.49902e+09 1.71805e+09 4.15068e+08 1.35159e+08 4.7312e+06 3931.09 1.22093 5.58712e-05 0 0 0 0 0 0
4.97796e+09 1.23825e+09 5.9195e+08 1.80033e+08 3.75991e+06 5762.58 1.37795 8.05077e-05 0 0 0 0 0 0
2.34931e+09 1.52332e+09 7.2377e+08 1.48628e+08 5.39536e+06 6347.4 0.710551 7.03787e-05 0 0 0 0 0 0
6.93861e+09 1.21164e+09 6.98977e+08 1.34856e+08 5.30238e+06 3815.88 0.470223 8.02686e-05 0 0 0 0 0 0
3.49472e+09 1.27432e+09 5.53035e+08 6.6109e+07 5.63382e+06 5912.55 0.885618 0.000109347 0 0 0 0 0 0
6.60661e+09 1.96805e+09 8.53858e+08 1.44427e+08 5.85709e+06 7088.74 1.79214 4.06044e-05 0 0 0 0 0 0
3.19246e+09 1.26159e+09 3.55628e+08 1.06987e+08 2.69634e+06 4877.32 0.920445 4.93846e-05 0 0 0 0 0 0
4.22337e+09 1.51787e+09 2.99679e+08 1.2194e+08 5.807e+06 6612.03 1.60562 6.7363e-05 0 0 0 0 0 0
6.33802e+09 1.06006e+09 4.63049e+08 1.46979e+08 7.19312e+06 5129.74 0.829584 2.52374e-05 0 0 0 0 0 0
6.37989e+09 2.93089e+09 5.39448e+08 7.14224e+07 6.74499e+06 5954.28 2.17719 0.000146302 0 0 0 0 0 0
3.11123e+09 1.71806e+09 4.99419e+08 9.69778e+07 4.84711e+06 4354.24 1.45318 0.000111895 0 0 0 0 0 0
3.99863e+09 1.78966e+09 6.73897e+08 9.63344e+07 3.55893e+06 6459.56 1.22578 0.000122326 0 0 0 0 0 0
3.58756e+09 1.34747e+09 4.05146e+08 1.30068e+08 2.02228e+06 4759.14 0.639917 3.80765e-05 0 0 0 0 0 0
8.36186e+09 8.94826e+08 4.20516e+08 1.18294e+08 2.95549e+06 3190.9 1.08227 8.75757e-05 0 0 0 0 0 0
5.13879e+09 1.34924e+09 6.15142e+08 1.78213e+08 5.76204e+06 4978.11 0.585737 4.40437e-05 0 0 0 0 0 0
4.78698e+09 8.15861e+08 3.15153e+08 9.04412e+07 3.51903e+06 5782.21 1.54289 0.000139658 0 0 0 0 0 0
4.35731e+09 1.44889e+09 4.51362e+08 9.57155e+07 5.59472e+06 7915.04 2.13183 0.000196977 0 0 0 0 0 0
3.71796e+09 9.98407e+08 7.86506e+08 1.00705e+08 4.21817e+06 5907.75 1.92802 7.63535e-05 0 0 0 0 0 0
3.77943e+09 7.84441e+08 7.77093e+08 1.49894e+08 4.64999e+06 4786.61 1.37055 0.000218251 0 0 0 0 0 0
3.36018e+09 1.27322e+09 3.89772e+08 9.14018e+07 4.69503e+06 8489.87 1.71301 0.000118147 0 0 0 0 0 0
3.25945e+09 1.57628e+09 2.68392e+08 1.3343e+08 3.74062e+06 3454.48 0.766987 5.96737e-05 0 0 0 0 0 0
5.42371e+09 1.7187e+09 3.80061e+08 1.37861e+08 2.91051e+06 6894.51 0.520808 4.46598e-05 0 0 0 0 0 0
4.33277e+09 3.80524e+08 3.80524e+08 1.62787e+08 6.67355e+06 7021.13 1.3649 3.12317e-05 0 0 0 0 0 0
3.31654e+09 1.86047e+09 8.6708e+08 1.22581e+08 5.03431e+06 2477.31 0.981006 4.78975e-05 0 0 0 0 0 0
4.62753e+09 1.59086e+09 6.69482e+08 1.19059e+08 6.78031e+06 6661.85 1.27554 6.21414e-05 0 0 0 0 0 0
5.14195e+09 1.65746e+09 4.26097e+08 1.13256e+08 3.87171e+06 3634.69 0.967206 8.03661e-05 0 0 0 0 0 0
4.25316e+09 9.58795e+08 5.98952e+08 7.90369e+07 6.7569e+06 1905.04 0.769022 5.12305e-05 0 0 0 0 0 0
2.89842e+09 1.60239e+09 5.27383e+08 1.35605e+08 4.58056e+06 6396 1.28354 0.000109643 0 0 0 0 0 0
4.50228e+09 1.73258e+09 7.49753e+08 1.48008e+08 4.61072e+06 5064.54 1.21371 6.42301e-05 0 0 0 0 0 0
3.41034e+09 1.46083e+09 5.38929e+08 1.41115e+08 3.58586e+06 4715.76 1.09708 0.000155832 0 0 0 0 0 0
4.30023e+09 1.71586e+09 6.44592e+08 1.2728e+08 6.43037e+06 9495.98 2.26326 0.000169106 0 0 0 0 0 0
4.11366e+09 1.65488e+09 7.49483e+08 1.25621e+08 3.45708e+06 7336.93 0.795135 0.000102199 0 0 0 0 0 0
3.42892e+09 5.49746e+08 5.49746e+08 1.17434e+08 4.17448e+06 3378.97 0.805625 8.62297e-05 0 0 0 0 0 0
8.70744e+09 8.32198e+08 5.15191e+08 1.41124e+08 3.86153e+06 6689.19 2.01212 6.51531e-05 0 0 0 0 0 0
4.11047e+09 1.14411e+09 5.9642e+08 2.77251e+08 6.42094e+06 2931.68 1.9711 7.37185e-05 0 0 0 0 0 0
4.63154e+09 1.0371e+09 8.39297e+08 1.05402e+08 4.23556e+06 6688.99 0.577452 4.95284e-05 0 0 0 0 0 0
4.83426e+09 1.40253e+09 7.10494e+08 8.64438e+07 4.40009e+06 4328.94 1.4385 8.20415e-05 0 0 0 0 0 0
3.9287e+09 1.23252e+09 3.93752e+08 8.57317e+07 5.41095e+06 7984.57 1.88328 8.55219e-05 0 0 0 0 0 0
